split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218762.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218762.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377949.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377949.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC390060.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC390060.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC503379.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC503379.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC391795.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC391795.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377954.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377954.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489923.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489923.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC144148.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC144148.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489919.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489919.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC205534.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC205534.mp3
