split,class_name,npy_path,wav_path
train,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/61bee671.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/61bee671.wav
train,Applause,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Applause/fce9b146.npy,../../Datasets/FSDKaggle2018/Sorted/Applause/fce9b146.wav
train,Bark,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Bark/2aad886a.npy,../../Datasets/FSDKaggle2018/Sorted/Bark/2aad886a.wav
train,Bass_drum,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Bass_drum/37e13c23.npy,../../Datasets/FSDKaggle2018/Sorted/Bass_drum/37e13c23.wav
train,Burping_or_eructation,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Burping_or_eructation/cfd4461a.npy,../../Datasets/FSDKaggle2018/Sorted/Burping_or_eructation/cfd4461a.wav
train,Bus,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Bus/2cf471ed.npy,../../Datasets/FSDKaggle2018/Sorted/Bus/2cf471ed.wav
train,Cello,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Cello/1b1e809b.npy,../../Datasets/FSDKaggle2018/Sorted/Cello/1b1e809b.wav
train,Chime,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Chime/5a3deddf.npy,../../Datasets/FSDKaggle2018/Sorted/Chime/5a3deddf.wav
train,Clarinet,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Clarinet/66c39830.npy,../../Datasets/FSDKaggle2018/Sorted/Clarinet/66c39830.wav
train,Computer_keyboard,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Computer_keyboard/7820fdd4.npy,../../Datasets/FSDKaggle2018/Sorted/Computer_keyboard/7820fdd4.wav
train,Cough,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Cough/bb495a62.npy,../../Datasets/FSDKaggle2018/Sorted/Cough/bb495a62.wav
train,Cowbell,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Cowbell/fdcd59ed.npy,../../Datasets/FSDKaggle2018/Sorted/Cowbell/fdcd59ed.wav
train,Double_bass,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Double_bass/206161e8.npy,../../Datasets/FSDKaggle2018/Sorted/Double_bass/206161e8.wav
train,Drawer_open_or_close,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Drawer_open_or_close/c22a36bd.npy,../../Datasets/FSDKaggle2018/Sorted/Drawer_open_or_close/c22a36bd.wav
train,Electric_piano,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Electric_piano/faa56a16.npy,../../Datasets/FSDKaggle2018/Sorted/Electric_piano/faa56a16.wav
train,Fart,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Fart/ed0b09f2.npy,../../Datasets/FSDKaggle2018/Sorted/Fart/ed0b09f2.wav
train,Finger_snapping,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Finger_snapping/c295a81b.npy,../../Datasets/FSDKaggle2018/Sorted/Finger_snapping/c295a81b.wav
