split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC152480.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC152480.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383640.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383640.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC416053.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC416053.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC478958.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC478958.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC388931.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC388931.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC11626.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC11626.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC134851.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC134851.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC17115.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC17115.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC279726.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC279726.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC488672.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC488672.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC84019.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC84019.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC424428.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC424428.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC28005.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC28005.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC102847.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC102847.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC481062.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC481062.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC447134.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC447134.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC309239.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC309239.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC307285.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC307285.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC281001.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC281001.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC142793.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC142793.mp3
