split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC92046.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC92046.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC144148.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC144148.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218762.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218762.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC416053.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC416053.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC216985.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC216985.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489924.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489924.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC445111.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC445111.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC152480.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC152480.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC113483.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC113483.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC444032.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC444032.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC338595.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC338595.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC390508.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC390508.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC128128.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC128128.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC149178.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC149178.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC478958.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC478958.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377949.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377949.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC177268.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC177268.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC54304.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC54304.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC218138.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC218138.mp3
