split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC149178.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC149178.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC389991.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC389991.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218754.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218754.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC118265.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC118265.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377950.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377950.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC41077.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC41077.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC141708.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC141708.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC115596.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC115596.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218773.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218773.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383641.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383641.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC41076.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC41076.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489919.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489919.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC205098.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC205098.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC35068.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC35068.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218759.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218759.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383640.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383640.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC483616.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC483616.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC71965.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC71965.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC406358.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC406358.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC87970.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC87970.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC218137.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC218137.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC11831.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC11831.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC279726.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC279726.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC503264.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC503264.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC54304.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC54304.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC418589.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC418589.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC134851.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC134851.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC267045.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC267045.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC498636.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC498636.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC177263.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC177263.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC446671.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC446671.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC388034.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC388034.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426222.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426222.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC165760.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC165760.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC282488.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC282488.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC59174.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC59174.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426223.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426223.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC233920.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC233920.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC199775.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC199775.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC465232.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC465232.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC405652.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC405652.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC27025.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC27025.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC28005.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC28005.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC481062.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC481062.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC186183.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC186183.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC305744.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC305744.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC377076.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC377076.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC440323.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC440323.mp3
