split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC216985.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC216985.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC179499.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC179499.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC331689.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC331689.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC143459.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC143459.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC264000.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC264000.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC27123.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC27123.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC442156.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC442156.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC139725.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC139725.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC338562.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC338562.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC192705.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC192705.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC116225.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC116225.mp3
