split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC216985.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC216985.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218773.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218773.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC144148.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC144148.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489922.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489922.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC437867.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC437867.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC338595.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC338595.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377950.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377950.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC503379.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC503379.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC152480.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC152480.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC437868.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC437868.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218759.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218759.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC100976.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC100976.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC489923.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC489923.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377952.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377952.mp3
