split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383641.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383641.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC321395.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC321395.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC379970.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC379970.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC175851.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC175851.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC347288.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC347288.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143077.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143077.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC99966.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC99966.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC218192.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC218192.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC342288.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC342288.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC482700.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC482700.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC42687.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC42687.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC347194.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC347194.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC153065.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC153065.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC197398.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC197398.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC501144.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC501144.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC429471.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC429471.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC218373.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC218373.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC66209.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC66209.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC91442.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC91442.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC146553.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC146553.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC21728.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC21728.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC266788.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC266788.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC461611.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC461611.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC497824.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC497824.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC453568.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC453568.mp3
train,Anser albifrons_Greater White-fronted Goose,../../Datasets/BirdClef/features/Anser albifrons_Greater White-fronted Goose/XC443248.npy,../../Datasets/BirdClef/audio/Anser albifrons_Greater White-fronted Goose/XC443248.mp3
train,Anser anser_Graylag Goose,../../Datasets/BirdClef/features/Anser anser_Graylag Goose/XC214282.npy,../../Datasets/BirdClef/audio/Anser anser_Graylag Goose/XC214282.mp3
train,Anser caerulescens_Snow Goose,../../Datasets/BirdClef/features/Anser caerulescens_Snow Goose/XC28266.npy,../../Datasets/BirdClef/audio/Anser caerulescens_Snow Goose/XC28266.mp3
train,Anthus pratensis_Meadow Pipit,../../Datasets/BirdClef/features/Anthus pratensis_Meadow Pipit/XC374451.npy,../../Datasets/BirdClef/audio/Anthus pratensis_Meadow Pipit/XC374451.mp3
train,Anthus rubescens_American Pipit,../../Datasets/BirdClef/features/Anthus rubescens_American Pipit/XC358862.npy,../../Datasets/BirdClef/audio/Anthus rubescens_American Pipit/XC358862.mp3
train,Anthus trivialis_Tree Pipit,../../Datasets/BirdClef/features/Anthus trivialis_Tree Pipit/XC30057.npy,../../Datasets/BirdClef/audio/Anthus trivialis_Tree Pipit/XC30057.mp3
