split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383641.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383641.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC130445.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC130445.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC398879.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC398879.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218762.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218762.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC437867.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC437867.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC321395.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC321395.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC161891.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC161891.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC159438.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC159438.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC171214.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC171214.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC218140.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC218140.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC379970.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC379970.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426223.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426223.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC425919.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC425919.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426222.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426222.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC405653.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC405653.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC175851.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC175851.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC105417.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC105417.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC188561.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC188561.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC281002.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC281002.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC428264.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC428264.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC347288.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC347288.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC137857.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC137857.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC287127.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC287127.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC364289.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC364289.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC363793.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC363793.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143077.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143077.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC177735.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC177735.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC19625.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC19625.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC299922.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC299922.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143035.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC143035.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC99966.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC99966.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC281130.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC281130.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC121739.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC121739.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC496436.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC496436.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC342914.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC342914.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC218192.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC218192.mp3
