split,class_name,npy_path,wav_path
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC383641.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC383641.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC130445.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC130445.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC398879.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC398879.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218762.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218762.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC437867.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC437867.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC389991.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC389991.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377950.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377950.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC478958.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC478958.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC41076.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC41076.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC216985.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC216985.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218756.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218756.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC377952.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC377952.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC444032.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC444032.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC416053.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC416053.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC115596.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC115596.mp3
train,Acanthis flammea_Common Redpoll,../../Datasets/BirdClef/features/Acanthis flammea_Common Redpoll/XC218759.npy,../../Datasets/BirdClef/audio/Acanthis flammea_Common Redpoll/XC218759.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC321395.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC321395.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC161891.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC161891.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC159438.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC159438.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC171214.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC171214.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC218140.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC218140.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC123581.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC123581.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC71966.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC71966.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC218138.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC218138.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC418589.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC418589.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC177264.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC177264.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC70472.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC70472.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC487824.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC487824.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC54304.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC54304.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC170083.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC170083.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC412957.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC412957.mp3
train,Accipiter cooperii_Cooper's Hawk,../../Datasets/BirdClef/features/Accipiter cooperii_Cooper's Hawk/XC177268.npy,../../Datasets/BirdClef/audio/Accipiter cooperii_Cooper's Hawk/XC177268.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC379970.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC379970.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426223.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426223.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC425919.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC425919.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC426222.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC426222.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC405653.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC405653.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC305744.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC305744.mp3
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC425921.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC425921.mp3
