split,class_name,npy_path,wav_path
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/158a30ac.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/158a30ac.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/1a4cd763.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/1a4cd763.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/1ce70b78.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/1ce70b78.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/23704fa9.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/23704fa9.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/25ad6ed7.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/25ad6ed7.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/267bda40.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/267bda40.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/2cdffbef.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/2cdffbef.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/2cea0b5c.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/2cea0b5c.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/2ee0f61c.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/2ee0f61c.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/2f2429ad.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/2f2429ad.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/318a5116.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/318a5116.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/3289db4d.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/3289db4d.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/367ad7b1.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/367ad7b1.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/43a920c9.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/43a920c9.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/45175cc0.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/45175cc0.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/45e6e129.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/45e6e129.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/4d55013e.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/4d55013e.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/50138e49.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/50138e49.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/52834f79.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/52834f79.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/55b2828b.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/55b2828b.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/585c9c8c.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/585c9c8c.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/5b05a989.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/5b05a989.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/5b40b38c.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/5b40b38c.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/5b9a8b5f.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/5b9a8b5f.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/617db487.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/617db487.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/62292efc.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/62292efc.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/67ed3008.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/67ed3008.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/6855cd97.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/6855cd97.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/6bc67fe4.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/6bc67fe4.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/737aaa61.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/737aaa61.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/777f8556.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/777f8556.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/798b33e8.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/798b33e8.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/7bce7d7c.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/7bce7d7c.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/7db2432f.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/7db2432f.wav
test,Acoustic_guitar,../../Datasets/FSDKaggle2018/Spec_5_second_npy/Acoustic_guitar/7e10c7ae.npy,../../Datasets/FSDKaggle2018/Sorted/Acoustic_guitar/7e10c7ae.wav
