split,class_name,npy_path,wav_path
train,id10001,../../Datasets/VoxCeleb1_features/id10001/00008.npy,../../Datasets/VoxCeleb1_Mirror/id10001/00008.wav
train,id10001,../../Datasets/VoxCeleb1_features/id10001/00013.npy,../../Datasets/VoxCeleb1_Mirror/id10001/00013.wav
train,id10001,../../Datasets/VoxCeleb1_features/id10001/00019.npy,../../Datasets/VoxCeleb1_Mirror/id10001/00019.wav
train,id10001,../../Datasets/VoxCeleb1_features/id10001/00021.npy,../../Datasets/VoxCeleb1_Mirror/id10001/00021.wav
train,id10001,../../Datasets/VoxCeleb1_features/id10001/00015.npy,../../Datasets/VoxCeleb1_Mirror/id10001/00015.wav
train,id10002,../../Datasets/VoxCeleb1_features/id10002/00002.npy,../../Datasets/VoxCeleb1_Mirror/id10002/00002.wav
train,id10002,../../Datasets/VoxCeleb1_features/id10002/00003.npy,../../Datasets/VoxCeleb1_Mirror/id10002/00003.wav
train,id10002,../../Datasets/VoxCeleb1_features/id10002/00006.npy,../../Datasets/VoxCeleb1_Mirror/id10002/00006.wav
train,id10002,../../Datasets/VoxCeleb1_features/id10002/00012.npy,../../Datasets/VoxCeleb1_Mirror/id10002/00012.wav
train,id10002,../../Datasets/VoxCeleb1_features/id10002/00025.npy,../../Datasets/VoxCeleb1_Mirror/id10002/00025.wav
train,id10003,../../Datasets/VoxCeleb1_features/id10003/00019.npy,../../Datasets/VoxCeleb1_Mirror/id10003/00019.wav
train,id10003,../../Datasets/VoxCeleb1_features/id10003/00018.npy,../../Datasets/VoxCeleb1_Mirror/id10003/00018.wav
train,id10003,../../Datasets/VoxCeleb1_features/id10003/00008.npy,../../Datasets/VoxCeleb1_Mirror/id10003/00008.wav
train,id10003,../../Datasets/VoxCeleb1_features/id10003/00001.npy,../../Datasets/VoxCeleb1_Mirror/id10003/00001.wav
train,id10003,../../Datasets/VoxCeleb1_features/id10003/00033.npy,../../Datasets/VoxCeleb1_Mirror/id10003/00033.wav
train,id10004,../../Datasets/VoxCeleb1_features/id10004/00026.npy,../../Datasets/VoxCeleb1_Mirror/id10004/00026.wav
train,id10004,../../Datasets/VoxCeleb1_features/id10004/00012.npy,../../Datasets/VoxCeleb1_Mirror/id10004/00012.wav
train,id10004,../../Datasets/VoxCeleb1_features/id10004/00011.npy,../../Datasets/VoxCeleb1_Mirror/id10004/00011.wav
train,id10004,../../Datasets/VoxCeleb1_features/id10004/00009.npy,../../Datasets/VoxCeleb1_Mirror/id10004/00009.wav
train,id10004,../../Datasets/VoxCeleb1_features/id10004/00003.npy,../../Datasets/VoxCeleb1_Mirror/id10004/00003.wav
train,id10005,../../Datasets/VoxCeleb1_features/id10005/00001.npy,../../Datasets/VoxCeleb1_Mirror/id10005/00001.wav
train,id10005,../../Datasets/VoxCeleb1_features/id10005/00004.npy,../../Datasets/VoxCeleb1_Mirror/id10005/00004.wav
train,id10005,../../Datasets/VoxCeleb1_features/id10005/00006.npy,../../Datasets/VoxCeleb1_Mirror/id10005/00006.wav
train,id10005,../../Datasets/VoxCeleb1_features/id10005/00009.npy,../../Datasets/VoxCeleb1_Mirror/id10005/00009.wav
train,id10005,../../Datasets/VoxCeleb1_features/id10005/00010.npy,../../Datasets/VoxCeleb1_Mirror/id10005/00010.wav
train,id10006,../../Datasets/VoxCeleb1_features/id10006/00003.npy,../../Datasets/VoxCeleb1_Mirror/id10006/00003.wav
train,id10006,../../Datasets/VoxCeleb1_features/id10006/00001.npy,../../Datasets/VoxCeleb1_Mirror/id10006/00001.wav
train,id10006,../../Datasets/VoxCeleb1_features/id10006/00008.npy,../../Datasets/VoxCeleb1_Mirror/id10006/00008.wav
train,id10006,../../Datasets/VoxCeleb1_features/id10006/00014.npy,../../Datasets/VoxCeleb1_Mirror/id10006/00014.wav
train,id10006,../../Datasets/VoxCeleb1_features/id10006/00009.npy,../../Datasets/VoxCeleb1_Mirror/id10006/00009.wav
train,id10007,../../Datasets/VoxCeleb1_features/id10007/00026.npy,../../Datasets/VoxCeleb1_Mirror/id10007/00026.wav
train,id10007,../../Datasets/VoxCeleb1_features/id10007/00027.npy,../../Datasets/VoxCeleb1_Mirror/id10007/00027.wav
train,id10007,../../Datasets/VoxCeleb1_features/id10007/00016.npy,../../Datasets/VoxCeleb1_Mirror/id10007/00016.wav
train,id10007,../../Datasets/VoxCeleb1_features/id10007/00015.npy,../../Datasets/VoxCeleb1_Mirror/id10007/00015.wav
train,id10007,../../Datasets/VoxCeleb1_features/id10007/00028.npy,../../Datasets/VoxCeleb1_Mirror/id10007/00028.wav
train,id10008,../../Datasets/VoxCeleb1_features/id10008/00006.npy,../../Datasets/VoxCeleb1_Mirror/id10008/00006.wav
train,id10008,../../Datasets/VoxCeleb1_features/id10008/00043.npy,../../Datasets/VoxCeleb1_Mirror/id10008/00043.wav
train,id10008,../../Datasets/VoxCeleb1_features/id10008/00004.npy,../../Datasets/VoxCeleb1_Mirror/id10008/00004.wav
train,id10008,../../Datasets/VoxCeleb1_features/id10008/00021.npy,../../Datasets/VoxCeleb1_Mirror/id10008/00021.wav
train,id10008,../../Datasets/VoxCeleb1_features/id10008/00053.npy,../../Datasets/VoxCeleb1_Mirror/id10008/00053.wav
train,id10009,../../Datasets/VoxCeleb1_features/id10009/00007.npy,../../Datasets/VoxCeleb1_Mirror/id10009/00007.wav
train,id10009,../../Datasets/VoxCeleb1_features/id10009/00008.npy,../../Datasets/VoxCeleb1_Mirror/id10009/00008.wav
train,id10009,../../Datasets/VoxCeleb1_features/id10009/00011.npy,../../Datasets/VoxCeleb1_Mirror/id10009/00011.wav
train,id10009,../../Datasets/VoxCeleb1_features/id10009/00004.npy,../../Datasets/VoxCeleb1_Mirror/id10009/00004.wav
train,id10009,../../Datasets/VoxCeleb1_features/id10009/00001.npy,../../Datasets/VoxCeleb1_Mirror/id10009/00001.wav
train,id10010,../../Datasets/VoxCeleb1_features/id10010/00004.npy,../../Datasets/VoxCeleb1_Mirror/id10010/00004.wav
train,id10010,../../Datasets/VoxCeleb1_features/id10010/00005.npy,../../Datasets/VoxCeleb1_Mirror/id10010/00005.wav
train,id10010,../../Datasets/VoxCeleb1_features/id10010/00009.npy,../../Datasets/VoxCeleb1_Mirror/id10010/00009.wav
